locus_tag	ftype	length_bp	gene	EC_number	COG	product
Shinsuense_04648	gene	1485				
Shinsuense_04648	CDS	1485				hypothetical protein
Shinsuense_04649	gene	645				
Shinsuense_04649	CDS	645		2.8.3.-	COG1804	putative CoA-transferase
Shinsuense_04650	gene	360				
Shinsuense_04650	CDS	360		2.8.3.-	COG1804	putative CoA-transferase
Shinsuense_04651	gene	1377				
Shinsuense_04651	CDS	1377		2.8.3.-	COG1804	putative CoA-transferase
Shinsuense_04652	gene	189				
Shinsuense_04652	CDS	189				hypothetical protein
Shinsuense_04653	gene	252				
Shinsuense_04653	CDS	252				hypothetical protein
Shinsuense_04654	gene	858	ephD_4			
Shinsuense_04654	CDS	858	ephD_4	1.-.-.-	COG1028	putative oxidoreductase EphD
Shinsuense_04655	gene	2403	xpkA			
Shinsuense_04655	CDS	2403	xpkA	4.1.2.9		Xylulose-5-phosphate phosphoketolase
Shinsuense_04656	gene	666				
Shinsuense_04656	CDS	666				hypothetical protein
Shinsuense_04657	gene	765				
Shinsuense_04657	CDS	765				hypothetical protein
Shinsuense_04658	gene	1002	adhA			
Shinsuense_04658	CDS	1002	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
Shinsuense_04659	gene	297				
Shinsuense_04659	CDS	297				hypothetical protein
Shinsuense_04660	gene	951	apa			
Shinsuense_04660	CDS	951	apa			Alanine and proline-rich secreted protein Apa
Shinsuense_04661	gene	1242	modC			
Shinsuense_04661	CDS	1242	modC	7.3.2.5	COG1118	Molybdenum import ATP-binding protein ModC
Shinsuense_04662	gene	186				
Shinsuense_04662	CDS	186				hypothetical protein
Shinsuense_04663	gene	687				
Shinsuense_04663	CDS	687				hypothetical protein
Shinsuense_04664	gene	786				
Shinsuense_04664	CDS	786		1.8.5.4	COG0446	Sulfide-quinone reductase
Shinsuense_04665	gene	834				
Shinsuense_04665	CDS	834				hypothetical protein
Shinsuense_04666	gene	795	cysW_2			
Shinsuense_04666	CDS	795	cysW_2		COG4208	Sulfate transport system permease protein CysW
Shinsuense_04667	gene	714	modA			
Shinsuense_04667	CDS	714	modA		COG0725	Molybdate-binding protein ModA
Shinsuense_04668	gene	672				
Shinsuense_04668	CDS	672		1.-.-.-		Putative oxidoreductase
Shinsuense_04669	gene	924	fgd_9			
Shinsuense_04669	CDS	924	fgd_9	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
Shinsuense_04670	gene	1386				
Shinsuense_04670	CDS	1386		1.6.99.-	COG1252	NADH dehydrogenase-like protein
Shinsuense_04671	gene	645	ureD			
Shinsuense_04671	CDS	645	ureD			Urease accessory protein UreD
Shinsuense_04672	gene	672	ureG			
Shinsuense_04672	CDS	672	ureG		COG0378	Urease accessory protein UreG
Shinsuense_04673	gene	621	ureF			
Shinsuense_04673	CDS	621	ureF			Urease accessory protein UreF
Shinsuense_04674	gene	1734	ureC			
Shinsuense_04674	CDS	1734	ureC	3.5.1.5	COG0804	Urease subunit alpha
Shinsuense_04675	gene	312	ureB			
Shinsuense_04675	CDS	312	ureB	3.5.1.5	COG0832	Urease subunit beta
Shinsuense_04676	gene	303	ureA			
Shinsuense_04676	CDS	303	ureA	3.5.1.5	COG0831	Urease subunit gamma
Shinsuense_04677	gene	441				
Shinsuense_04677	CDS	441		3.1.2.-	COG2050	Putative esterase
Shinsuense_04678	gene	417	blaI			
Shinsuense_04678	CDS	417	blaI		COG3682	Transcriptional regulator BlaI
Shinsuense_04679	gene	951				
Shinsuense_04679	CDS	951				hypothetical protein
Shinsuense_04680	gene	1452	gndA			
Shinsuense_04680	CDS	1452	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
Shinsuense_04681	gene	1437	guaB1			
Shinsuense_04681	CDS	1437	guaB1	1.-.-.-	COG0516	putative oxidoreductase
Shinsuense_04682	gene	1383				
Shinsuense_04682	CDS	1383				hypothetical protein
Shinsuense_04683	gene	1053				
Shinsuense_04683	CDS	1053			COG1253	putative protein
Shinsuense_04684	gene	1584				
Shinsuense_04684	CDS	1584				hypothetical protein
Shinsuense_04685	gene	2196	glcB			
Shinsuense_04685	CDS	2196	glcB	2.3.3.9	COG2225	Malate synthase G
Shinsuense_04686	gene	2208				
Shinsuense_04686	CDS	2208				putative protein
Shinsuense_04687	gene	795	dhmA_3			
Shinsuense_04687	CDS	795	dhmA_3	3.8.1.5		Haloalkane dehalogenase
Shinsuense_04688	gene	873	dhmA2_2			
Shinsuense_04688	CDS	873	dhmA2_2	3.8.1.5		Haloalkane dehalogenase 2
Shinsuense_04689	gene	264				
Shinsuense_04689	CDS	264				hypothetical protein
Shinsuense_04690	gene	2577				
Shinsuense_04690	CDS	2577				hypothetical protein
Shinsuense_04691	gene	2244				
Shinsuense_04691	CDS	2244				hypothetical protein
Shinsuense_04692	gene	1128	pepE			
Shinsuense_04692	CDS	1128	pepE	3.4.13.-	COG0006	putative dipeptidase PepE
Shinsuense_04693	gene	957				
Shinsuense_04693	CDS	957		3.1.11.-	COG0258	5'-3' exonuclease
Shinsuense_04694	gene	747				
Shinsuense_04694	CDS	747				putative protein
Shinsuense_04695	gene	2823	helY			
Shinsuense_04695	CDS	2823	helY	3.6.4.-	COG4581	putative helicase HelY
Shinsuense_04696	gene	858	tatC			
Shinsuense_04696	CDS	858	tatC		COG0805	Sec-independent protein translocase protein TatC
Shinsuense_04697	gene	267	tatA			
Shinsuense_04697	CDS	267	tatA			Sec-independent protein translocase protein TatA
Shinsuense_04698	gene	969	pafC			
Shinsuense_04698	CDS	969	pafC		COG2378	Protein PafC
Shinsuense_04699	gene	999	pafB			
Shinsuense_04699	CDS	999	pafB		COG2378	Protein PafB
Shinsuense_04700	gene	1344	pafA			
Shinsuense_04700	CDS	1344	pafA	6.3.1.19		Pup--protein ligase
Shinsuense_04701	gene	804	prcA			
Shinsuense_04701	CDS	804	prcA	3.4.25.1	COG0638	Proteasome subunit alpha
Shinsuense_04702	gene	870	prcB			
Shinsuense_04702	CDS	870	prcB	3.4.25.1	COG0638	Proteasome subunit beta
Shinsuense_04703	gene	195	pup			
Shinsuense_04703	CDS	195	pup			Prokaryotic ubiquitin-like protein Pup
Shinsuense_04704	gene	1509	dop			
Shinsuense_04704	CDS	1509	dop	3.4.-.-		Pup deamidase/depupylase
Shinsuense_04705	gene	1275				
Shinsuense_04705	CDS	1275				hypothetical protein
Shinsuense_04706	gene	1185				
Shinsuense_04706	CDS	1185				hypothetical protein
Shinsuense_04707	gene	573				
Shinsuense_04707	CDS	573				hypothetical protein
Shinsuense_04708	gene	1830	mpa			
Shinsuense_04708	CDS	1830	mpa		COG0464	Proteasome-associated ATPase
Shinsuense_04709	gene	660				
Shinsuense_04709	CDS	660				hypothetical protein
Shinsuense_04710	gene	303				
Shinsuense_04710	CDS	303				hypothetical protein
Shinsuense_04711	gene	1011				
Shinsuense_04711	CDS	1011				hypothetical protein
Shinsuense_04712	gene	726				
Shinsuense_04712	CDS	726				hypothetical protein
Shinsuense_04713	gene	780				
Shinsuense_04713	CDS	780				hypothetical protein
Shinsuense_04714	gene	291				
Shinsuense_04714	CDS	291				hypothetical protein
Shinsuense_04715	gene	1209	emrB_1			
Shinsuense_04715	CDS	1209	emrB_1			Multidrug export protein EmrB
Shinsuense_04716	gene	1380	rclA			
Shinsuense_04716	CDS	1380	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
Shinsuense_04717	gene	483				
Shinsuense_04717	CDS	483				hypothetical protein
Shinsuense_04718	gene	855	hisG			
Shinsuense_04718	CDS	855	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
Shinsuense_04719	gene	282	hisE			
Shinsuense_04719	CDS	282	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
Shinsuense_04720	gene	612				
Shinsuense_04720	CDS	612				hypothetical protein
Shinsuense_04721	gene	573				
Shinsuense_04721	CDS	573				hypothetical protein
Shinsuense_04722	gene	795				
Shinsuense_04722	CDS	795				hypothetical protein
Shinsuense_04723	gene	1446				
Shinsuense_04723	CDS	1446				putative PPE family protein PPE37
Shinsuense_04724	gene	126	metH_2			
Shinsuense_04724	CDS	126	metH_2	2.1.1.13	COG0646	Methionine synthase
Shinsuense_04725	gene	879				
Shinsuense_04725	CDS	879				hypothetical protein
Shinsuense_04726	gene	1122				
Shinsuense_04726	CDS	1122			COG0654	putative protein
Shinsuense_04727	gene	882	hcaB_4			
Shinsuense_04727	CDS	882	hcaB_4	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
Shinsuense_04728	gene	1236	mshC			
Shinsuense_04728	CDS	1236	mshC	6.3.1.13	COG0215	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
Shinsuense_04729	gene	258				
Shinsuense_04729	CDS	258				hypothetical protein
Shinsuense_04730	gene	1554	ald_3			
Shinsuense_04730	CDS	1554	ald_3	1.2.99.10		4,4'-diapolycopene aldehyde oxidase
Shinsuense_04731	gene	792	cysQ_2			
Shinsuense_04731	CDS	792	cysQ_2	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
Shinsuense_04732	gene	816				
Shinsuense_04732	CDS	816				hypothetical protein
Shinsuense_04733	gene	588				
Shinsuense_04733	CDS	588				hypothetical protein
Shinsuense_04734	gene	747	pspA_2			
Shinsuense_04734	CDS	747	pspA_2	3.1.3.3	COG0406	Phosphoserine phosphatase 1
Shinsuense_04735	gene	831	uppP			
Shinsuense_04735	CDS	831	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
Shinsuense_04736	gene	303				
Shinsuense_04736	CDS	303				hypothetical protein
Shinsuense_04737	gene	1071				
Shinsuense_04737	CDS	1071				hypothetical protein
Shinsuense_04738	gene	249				
Shinsuense_04738	CDS	249				hypothetical protein
Shinsuense_04739	gene	1083	pyrD			
Shinsuense_04739	CDS	1083	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
Shinsuense_04740	gene	1389				
Shinsuense_04740	CDS	1389				putative protein
Shinsuense_04741	gene	528				
Shinsuense_04741	CDS	528				hypothetical protein
Shinsuense_04742	gene	1356	dapE_3			
Shinsuense_04742	CDS	1356	dapE_3	3.5.1.18		Succinyl-diaminopimelate desuccinylase
Shinsuense_04743	gene	88				
Shinsuense_04743	tRNA	88				tRNA-Leu(gag)
Shinsuense_04744	gene	192				
Shinsuense_04744	CDS	192				hypothetical protein
Shinsuense_04745	gene	249				
Shinsuense_04745	CDS	249				hypothetical protein
Shinsuense_04746	gene	258				
Shinsuense_04746	CDS	258				hypothetical protein
Shinsuense_04747	gene	111				
Shinsuense_04747	CDS	111				hypothetical protein
Shinsuense_04748	gene	450				
Shinsuense_04748	CDS	450				hypothetical protein
Shinsuense_04749	gene	642	COQ5_7			
Shinsuense_04749	CDS	642	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Shinsuense_04750	gene	2847	mmpL4_15			
Shinsuense_04750	CDS	2847	mmpL4_15		COG2409	Siderophore exporter MmpL4
Shinsuense_04751	gene	216	mmpS4_6			
Shinsuense_04751	CDS	216	mmpS4_6			Siderophore export accessory protein MmpS4
Shinsuense_04752	gene	2397	cmdD			
Shinsuense_04752	CDS	2397	cmdD			Chondramide synthase cmdD
Shinsuense_04753	gene	1335				
Shinsuense_04753	CDS	1335				IS256 family transposase IS2606
Shinsuense_04754	gene	234				
Shinsuense_04754	CDS	234				hypothetical protein
Shinsuense_04755	gene	489	dhbF_7			
Shinsuense_04755	CDS	489	dhbF_7		COG1020	Dimodular nonribosomal peptide synthase
Shinsuense_04756	gene	717	dhbF_8			
Shinsuense_04756	CDS	717	dhbF_8		COG1020	Dimodular nonribosomal peptide synthase
Shinsuense_04757	gene	450	panD_2			
Shinsuense_04757	CDS	450	panD_2	4.1.1.11	COG0853	Aspartate 1-decarboxylase
Shinsuense_04758	gene	786				
Shinsuense_04758	CDS	786				hypothetical protein
Shinsuense_04759	gene	228				
Shinsuense_04759	CDS	228				hypothetical protein
Shinsuense_04760	gene	942				
Shinsuense_04760	CDS	942				hypothetical protein
Shinsuense_04761	gene	435				
Shinsuense_04761	CDS	435		3.1.-.-		Ribonuclease VapC49
Shinsuense_04762	gene	405				
Shinsuense_04762	CDS	405				hypothetical protein
Shinsuense_04763	gene	795				
Shinsuense_04763	CDS	795			COG3599	Cell wall synthesis protein Wag31
Shinsuense_04764	gene	288				
Shinsuense_04764	CDS	288				hypothetical protein
Shinsuense_04765	gene	672	sepF			
Shinsuense_04765	CDS	672	sepF		COG1799	Cell division protein SepF
Shinsuense_04766	gene	777				
Shinsuense_04766	CDS	777			COG0325	Pyridoxal phosphate homeostasis protein
Shinsuense_04767	gene	708				
Shinsuense_04767	CDS	708		1.10.3.-	COG1496	Polyphenol oxidase
Shinsuense_04768	gene	1161	ftsZ			
Shinsuense_04768	CDS	1161	ftsZ		COG0206	Cell division protein FtsZ
Shinsuense_04769	gene	957	ftsQ			
Shinsuense_04769	CDS	957	ftsQ		COG1589	Cell division protein FtsQ
Shinsuense_04770	gene	1467	murC			
Shinsuense_04770	CDS	1467	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
Shinsuense_04771	gene	1200	murG			
Shinsuense_04771	CDS	1200	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Shinsuense_04772	gene	1632	ftsW			
Shinsuense_04772	CDS	1632	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
Shinsuense_04773	gene	1467	murD			
Shinsuense_04773	CDS	1467	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
Shinsuense_04774	gene	1080	mraY			
Shinsuense_04774	CDS	1080	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
Shinsuense_04775	gene	1578	murF			
Shinsuense_04775	CDS	1578	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
Shinsuense_04776	gene	1557	murE			
Shinsuense_04776	CDS	1557	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
Shinsuense_04777	gene	798				
Shinsuense_04777	CDS	798				hypothetical protein
Shinsuense_04778	gene	951				
Shinsuense_04778	CDS	951				hypothetical protein
Shinsuense_04779	gene	2076	pbpB			
Shinsuense_04779	CDS	2076	pbpB		COG0768	Penicillin-binding protein PbpB
Shinsuense_04780	gene	1272				
Shinsuense_04780	CDS	1272				hypothetical protein
Shinsuense_04781	gene	1215	rsmH			
Shinsuense_04781	CDS	1215	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
Shinsuense_04782	gene	432	mraZ			
Shinsuense_04782	CDS	432	mraZ		COG2001	Transcriptional regulator MraZ
Shinsuense_04783	gene	405				
Shinsuense_04783	CDS	405				hypothetical protein
Shinsuense_04784	gene	519				
Shinsuense_04784	CDS	519				hypothetical protein
Shinsuense_04785	gene	648	lppM			
Shinsuense_04785	CDS	648	lppM			Protein LppM
Shinsuense_04786	gene	960				
Shinsuense_04786	CDS	960				hypothetical protein
Shinsuense_04787	gene	1023	sdsA			
Shinsuense_04787	CDS	1023	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
Shinsuense_04788	gene	1545	mptA			
Shinsuense_04788	CDS	1545	mptA	2.4.1.-		Alpha-(1->6)-mannopyranosyltransferase A
Shinsuense_04789	gene	405				
Shinsuense_04789	CDS	405				DNA-binding protein
Shinsuense_04790	gene	1296	pknL			
Shinsuense_04790	CDS	1296	pknL	2.7.11.1	COG0515	Serine/threonine-protein kinase PknL
Shinsuense_04791	gene	156				
Shinsuense_04791	CDS	156				hypothetical protein
Shinsuense_04792	gene	1167	mvaS			
Shinsuense_04792	CDS	1167	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
Shinsuense_04793	gene	852				
Shinsuense_04793	CDS	852				hypothetical protein
Shinsuense_04794	gene	129				
Shinsuense_04794	CDS	129				hypothetical protein
Shinsuense_04795	gene	1113				
Shinsuense_04795	CDS	1113		2.7.4.2		Phosphomevalonate kinase
Shinsuense_04796	gene	1011				
Shinsuense_04796	CDS	1011				hypothetical protein
Shinsuense_04797	gene	669	galK_2			
Shinsuense_04797	CDS	669	galK_2	2.7.1.6		Galactokinase
Shinsuense_04798	gene	267				
Shinsuense_04798	CDS	267				hypothetical protein
Shinsuense_04799	gene	537	idi			
Shinsuense_04799	CDS	537	idi	5.3.3.2	COG1443	Isopentenyl-diphosphate Delta-isomerase
Shinsuense_04800	gene	1038				
Shinsuense_04800	CDS	1038		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
Shinsuense_04801	gene	1017				
Shinsuense_04801	CDS	1017		4.2.3.182		Pristinol synthase
Shinsuense_04802	gene	153				
Shinsuense_04802	CDS	153				hypothetical protein
Shinsuense_04803	gene	1089	nphT7			
Shinsuense_04803	CDS	1089	nphT7	2.3.1.194		Acetoacetyl CoA synthase NphT7
Shinsuense_04804	gene	480				
Shinsuense_04804	CDS	480		3.1.13.-		3'-5' exoribonuclease
Shinsuense_04805	gene	867				
Shinsuense_04805	CDS	867				hypothetical protein
Shinsuense_04806	gene	1260				
Shinsuense_04806	CDS	1260		2.4.1.-		Polyprenol-phosphate-mannose-dependent alpha-(1-2)-phosphatidylinositol mannoside mannosyltransferase
Shinsuense_04807	gene	732				
Shinsuense_04807	CDS	732				hypothetical protein
Shinsuense_04808	gene	390				
Shinsuense_04808	CDS	390				hypothetical protein
Shinsuense_04809	gene	1200				
Shinsuense_04809	CDS	1200				hypothetical protein
Shinsuense_04810	gene	435				
Shinsuense_04810	CDS	435				hypothetical protein
Shinsuense_04811	gene	396				
Shinsuense_04811	CDS	396				hypothetical protein
Shinsuense_04812	gene	1803				
Shinsuense_04812	CDS	1803		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
Shinsuense_04813	gene	1251	pimB_2			
Shinsuense_04813	CDS	1251	pimB_2	2.4.1.346	COG0438	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
Shinsuense_04814	gene	402				
Shinsuense_04814	CDS	402				hypothetical protein
Shinsuense_04815	gene	291				
Shinsuense_04815	CDS	291				hypothetical protein
Shinsuense_04816	gene	1161				
Shinsuense_04816	CDS	1161				hypothetical protein
Shinsuense_04817	gene	255				
Shinsuense_04817	CDS	255				hypothetical protein
Shinsuense_04818	gene	2025				
Shinsuense_04818	CDS	2025		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
Shinsuense_04819	gene	1104	trpD			
Shinsuense_04819	CDS	1104	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
Shinsuense_04820	gene	543	ctaE_2			
Shinsuense_04820	CDS	543	ctaE_2	1.9.3.1	COG1845	putative cytochrome c oxidase subunit 3
Shinsuense_04821	gene	906	qcrC			
Shinsuense_04821	CDS	906	qcrC	7.1.1.8	COG2010	Cytochrome bc1 complex cytochrome c subunit
Shinsuense_04822	gene	1242	qcrA			
Shinsuense_04822	CDS	1242	qcrA		COG0723	Cytochrome bc1 complex Rieske iron-sulfur subunit
Shinsuense_04823	gene	1686	qcrB			
Shinsuense_04823	CDS	1686	qcrB	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
Shinsuense_04824	gene	639				
Shinsuense_04824	CDS	639				putative protein
Shinsuense_04825	gene	948	mmpS3			
Shinsuense_04825	CDS	948	mmpS3			putative transport accessory protein MmpS3
Shinsuense_04826	gene	420	ctaF			
Shinsuense_04826	CDS	420	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
Shinsuense_04827	gene	1104	ctaC			
Shinsuense_04827	CDS	1104	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
Shinsuense_04828	gene	2196	asnB			
Shinsuense_04828	CDS	2196	asnB	6.3.5.4	COG0367	Putative asparagine synthetase [glutamine-hydrolyzing]
Shinsuense_04829	gene	975	adoK			
Shinsuense_04829	CDS	975	adoK	2.7.1.20	COG0524	Adenosine kinase
Shinsuense_04830	gene	690				
Shinsuense_04830	CDS	690				putative protein
Shinsuense_04831	gene	357				
Shinsuense_04831	CDS	357				Protein
Shinsuense_04832	gene	1146				
Shinsuense_04832	CDS	1146			COG1929	putative protein
Shinsuense_04833	gene	705				
Shinsuense_04833	CDS	705				putative protein
Shinsuense_04834	gene	561	cobU			
Shinsuense_04834	CDS	561	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
Shinsuense_04835	gene	1077	cobT			
Shinsuense_04835	CDS	1077	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
Shinsuense_04836	gene	759	cobS			
Shinsuense_04836	CDS	759	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
Shinsuense_04837	gene	1038				
Shinsuense_04837	CDS	1038				hypothetical protein
Shinsuense_04838	gene	621				
Shinsuense_04838	CDS	621				hypothetical protein
Shinsuense_04839	gene	1107	ilvE			
Shinsuense_04839	CDS	1107	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
Shinsuense_04840	gene	1104	gcvT_3			
Shinsuense_04840	CDS	1104	gcvT_3	2.1.2.10	COG0404	Aminomethyltransferase
Shinsuense_04841	gene	204				
Shinsuense_04841	CDS	204				putative protein
Shinsuense_04842	gene	969				
Shinsuense_04842	CDS	969				putative protein
Shinsuense_04843	gene	1560	pepA			
Shinsuense_04843	CDS	1560	pepA	3.4.11.1	COG0260	putative cytosol aminopeptidase
Shinsuense_04844	gene	1785	ephD_5			
Shinsuense_04844	CDS	1785	ephD_5	1.-.-.-	COG1028	putative oxidoreductase EphD
Shinsuense_04845	gene	1785				
Shinsuense_04845	CDS	1785				hypothetical protein
Shinsuense_04846	gene	1062				
Shinsuense_04846	CDS	1062			COG1090	Epimerase family protein
Shinsuense_04847	gene	765	drrB_2			
Shinsuense_04847	CDS	765	drrB_2			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
Shinsuense_04848	gene	1887				
Shinsuense_04848	CDS	1887				hypothetical protein
Shinsuense_04849	gene	597				
Shinsuense_04849	CDS	597				PE-PGRS family protein PE_PGRS30
Shinsuense_04850	gene	816				
Shinsuense_04850	CDS	816				hypothetical protein
Shinsuense_04851	gene	1917				
Shinsuense_04851	CDS	1917				hypothetical protein
Shinsuense_04852	gene	2490	pheT			
Shinsuense_04852	CDS	2490	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
Shinsuense_04853	gene	1044	pheS			
Shinsuense_04853	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
Shinsuense_04854	gene	783				
Shinsuense_04854	CDS	783				hypothetical protein
Shinsuense_04855	gene	912				
Shinsuense_04855	CDS	912				hypothetical protein
Shinsuense_04856	gene	942				
Shinsuense_04856	CDS	942				hypothetical protein
Shinsuense_04857	gene	1041				
Shinsuense_04857	CDS	1041				hypothetical protein
Shinsuense_04858	gene	828	trmH_2			
Shinsuense_04858	CDS	828	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
Shinsuense_04859	gene	390	rplT			
Shinsuense_04859	CDS	390	rplT		COG0292	50S ribosomal protein L20
Shinsuense_04860	gene	195	rpmI			
Shinsuense_04860	CDS	195	rpmI		COG0291	50S ribosomal protein L35
Shinsuense_04861	gene	504	infC			
Shinsuense_04861	CDS	504	infC		COG0290	Translation initiation factor IF-3
Shinsuense_04862	gene	3318	lysX_1			
Shinsuense_04862	CDS	3318	lysX_1		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
Shinsuense_04863	gene	1446				
Shinsuense_04863	CDS	1446				hypothetical protein
Shinsuense_04864	gene	255				
Shinsuense_04864	CDS	255			COG1842	35 kDa protein
Shinsuense_04865	gene	786	pknH_2			
Shinsuense_04865	CDS	786	pknH_2	2.7.11.1	COG0515	Serine/threonine-protein kinase PknH
Shinsuense_04866	gene	780				
Shinsuense_04866	CDS	780				hypothetical protein
Shinsuense_04867	gene	2916	uvrA			
Shinsuense_04867	CDS	2916	uvrA		COG0178	UvrABC system protein A
Shinsuense_04868	gene	753	gloB_4			
Shinsuense_04868	CDS	753	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
Shinsuense_04869	gene	393				
Shinsuense_04869	CDS	393				hypothetical protein
Shinsuense_04870	gene	441				
Shinsuense_04870	CDS	441			COG0589	Universal stress protein
Shinsuense_04871	gene	1617				
Shinsuense_04871	CDS	1617				hypothetical protein
Shinsuense_04872	gene	1413				
Shinsuense_04872	CDS	1413				putative multidrug-efflux transporter
Shinsuense_04873	gene	2181	uvrB			
Shinsuense_04873	CDS	2181	uvrB		COG0556	UvrABC system protein B
Shinsuense_04874	gene	477				
Shinsuense_04874	CDS	477				hypothetical protein
Shinsuense_04875	gene	537				
Shinsuense_04875	CDS	537				hypothetical protein
Shinsuense_04876	gene	1224	coaE			
Shinsuense_04876	CDS	1224	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
Shinsuense_04877	gene	1446	rpsA			
Shinsuense_04877	CDS	1446	rpsA		COG0539	30S ribosomal protein S1
Shinsuense_04878	gene	168				
Shinsuense_04878	CDS	168				hypothetical protein
Shinsuense_04879	gene	2700	polA			
Shinsuense_04879	CDS	2700	polA	2.7.7.7	COG0258	DNA polymerase I
Shinsuense_04880	gene	441				
Shinsuense_04880	CDS	441				hypothetical protein
Shinsuense_04881	gene	1203				
Shinsuense_04881	CDS	1203				hypothetical protein
Shinsuense_04882	gene	627	pdtaR			
Shinsuense_04882	CDS	627	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
Shinsuense_04883	gene	77				
Shinsuense_04883	tRNA	77				tRNA-Leu(caa)
Shinsuense_04884	gene	135				
Shinsuense_04884	CDS	135				hypothetical protein
Shinsuense_04885	gene	957	cya_2			
Shinsuense_04885	CDS	957	cya_2	4.6.1.1	COG2114	Adenylate cyclase
Shinsuense_04886	gene	579				
Shinsuense_04886	CDS	579				hypothetical protein
Shinsuense_04887	gene	1458	cydA			
Shinsuense_04887	CDS	1458	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
Shinsuense_04888	gene	1041	cydB			
Shinsuense_04888	CDS	1041	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
Shinsuense_04889	gene	1623	cydD			
Shinsuense_04889	CDS	1623	cydD		COG4988	ATP-binding/permease protein CydD
Shinsuense_04890	gene	1695				
Shinsuense_04890	CDS	1695			COG1132	putative ABC transporter ATP-binding/permease protein
Shinsuense_04891	gene	1401	lysX_2			
Shinsuense_04891	CDS	1401	lysX_2		COG1190	Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX
Shinsuense_04892	gene	981	tesB_1			
Shinsuense_04892	CDS	981	tesB_1	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
Shinsuense_04893	gene	1566	pyk			
Shinsuense_04893	CDS	1566	pyk	2.7.1.40	COG0469	Pyruvate kinase
Shinsuense_04894	gene	738				
Shinsuense_04894	CDS	738		3.1.1.74		putative cutinase
Shinsuense_04895	gene	441				
Shinsuense_04895	CDS	441				hypothetical protein
Shinsuense_04896	gene	396				
Shinsuense_04896	CDS	396				hypothetical protein
Shinsuense_04897	gene	1944	lgt			
